RID,Weights,Segment,Brand,Buy Client's Brand,Average price pay for the yogurt most typically purchased,Price Paid Range,Price Mid-Point,Number of Units Purchased,Number of Units Purchased Groups,Where Typically Purchase Yogurt,Store where typically buy yogurt,How many times per week eat last yogurt purchased,Time of day eat yogurt: Before breakfast,Time of day eat yogurt: At breakfast,Time of day eat yogurt: Mid-morning,Time of day eat yogurt: At lunch,Time of day eat yogurt: Mid-afternoon,Time of day eat yogurt: At dinner,Time of day eat yogurt: After dinner/early evening,Time of day eat yogurt: Before going to bed,Breakfast,Lunch,Dinner,Snack,Banana,Blueberry,Boysenberry,Strawberry,Vanilla,Coffee,Raspberry,Price Importance,Brand Name Importance,Fat Content Importance,Calorie Content Importance,Diet Fad Importance,Organic Importance,Non-Dairy Importance,Flavor Importance,Creaminess Importance,Dietary Fiber Content Importance,Vitamin D Fortified Importance,Price Satisfied,Brand Name Satisfied,Fat Content Satisfied,Calorie Content Satisfied,Diet Fad Satisfied,Organic Satisfied,Non-Dairy Satisfied,Flavor Satisfied,Creaminess Satisfied,Dietary Fiber Satisfied,Vitamin D Fortified Satisfied,Satisfied,Recommand,Purchase Again,Gender,Age,Ethnicity,Education,Employment Status,Household Income,Descriptive Word,x
162,102187.465,Health-Conscious,Major Competitor,Not Buy,$1.14,$1.10 - $1.19,$1.15,8,High,Mass Discount Retailer,Local Grocery Store,4,No,No,Yes,Yes,No,No,No,No,0,1,0,0,No,No,No,No,No,Yes,Yes,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,51 to 60 years old,Caucasian,Associate Degree,Stay at home husband/wife or mom/dad,"$25,000 - $39,999",Delicious,Female
166,72375.3722,Dessert Lover,Client,Buy,$1.25,$1.70 or more,$1.75,5,Low,National Health Food Store,Local Grocery Store,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,1,0,1,No,Yes,No,Yes,No,Yes,Yes,Extremely unimportant,Extremely important,Neither important nor unimportant,Extremely unimportant,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely unimportant,Only somewhat unimportant,Only somewhat unimportant,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Likely,Male,61 to 67 years old,Caucasian,Graduate or Professional Degree,Employed in upper-management,"$50,000 - $59,999",Flavourful,Male
168,118140.604,Dessert Lover,Client,Buy,$1.40,$1.40 - $1.49,$1.45,5,Low,Locally Owned Grocery Store,Local Grocery Store,4,Yes,Yes,Yes,No,Yes,Yes,No,No,1,0,1,1,No,Yes,Yes,Yes,No,No,Yes,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Male,41 to 50 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Tasty,Male
174,72375.3722,Normal Food Consumer,Client,Buy,$1.31,$1.40 - $1.49,$1.45,6,Medium,Shopping Club,Health Food Store,3,No,Yes,No,Yes,No,No,No,Yes,1,1,0,0,No,Yes,Yes,Yes,Yes,No,No,Only somewhat unimportant,Only somewhat unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,May Not Recommand,Extremely Likely,Female,68 years old and over,Caucasian,Graduate or Professional Degree,Employed in upper-management,"$50,000 - $59,999",Tasty,Female
181,140135.556,Normal Food Consumer,Client,Buy,$1.31,$1.10 - $1.19,$1.15,6,Medium,Mass Discount Retailer,Local Grocery Store,4,No,Yes,No,No,Yes,Yes,No,Yes,1,0,1,1,No,No,No,Yes,No,Yes,No,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,May Not Recommand,Extremely Likely,Male,41 to 50 years old,African-American,Some College (no degree),Retired,"$60,000 - $74,999",Tasty,Male
182,72375.3722,Dessert Lover,D,Not Buy,$1.41,$1.10 - $1.19,$1.15,5,Low,Other,Convenience Store,6,No,Yes,Yes,Yes,No,No,Yes,No,1,1,0,1,Yes,No,Yes,Yes,No,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat unimportant,Extremely unimportant,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Unlikely,Male,61 to 67 years old,African-American,High School Graduate or equivalent,Stay at home husband/wife or mom/dad,"$50,000 - $59,999",Smooth,Male
185,74091.2476,Health-Conscious,Client,Buy,$1.23,$1.10 - $1.19,$1.15,6,Medium,Locally Owned Health Food Store,Convenience Store,3,No,No,No,Yes,Yes,No,Yes,No,0,1,0,1,No,Yes,Yes,No,Yes,Yes,Yes,Neither important nor unimportant,Only somewhat important,Extremely unimportant,Extremely important,Only somewhat important,Extremely unimportant,Only somewhat important,Extremely important,Extremely important,Extremely unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Somewhat Likely,Female,61 to 67 years old,African-American,Some College (no degree),Retired,"$75,000 - $99,999",Delicious,Female
187,43219.741,Health-Conscious,Client,Buy,$1.19,$1.00 - $1.09,$1.05,7,Medium,Other,Convenience Store,1,No,Yes,Yes,No,Yes,Yes,No,No,1,0,1,1,No,Yes,No,No,No,No,Yes,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Dissatisfied,Neither Recommand nor Not Recommand,Neither Likely nor Unlikely,Female,41 to 50 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$60,000 - $74,999",Delicious,Female
194,162736.657,Health-Conscious,Major Competitor,Not Buy,$1.07,$1.60 - $1.69,$1.65,7,Medium,National Health Food Store,Local Grocery Store,8,No,Yes,No,Yes,No,No,No,Yes,1,1,0,0,No,Yes,No,Yes,No,No,No,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Likely,Male,51 to 60 years old,African-American,Some College (no degree),Own your own business,"$50,000 - $59,999",Tasty,Male
201,163023.916,Health-Conscious,Major Competitor,Not Buy,$1.35,$1.40 - $1.49,$1.45,5,Low,Convenience Store,Retailer,3,No,No,No,No,No,No,No,No,0,0,0,0,No,No,No,No,Yes,No,Yes,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Neither Likely nor Unlikely,Male,61 to 67 years old,African-American,Graduate or Professional Degree,Retired,"$60,000 - $74,999",Healthy,Male
205,72375.3722,Health-Conscious,D,Not Buy,$1.31,$1.10 - $1.19,$1.15,6,Medium,National Health Food Store,Convenience Store,2,No,Yes,Yes,No,No,No,No,No,1,0,0,0,No,Yes,Yes,No,No,No,No,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Somewhat Likely,Female,36 to 40 years old,African-American,Some College (no degree),"Employed, but not at a management level","$25,000 - $39,999",Variety,Female
206,72375.3722,Health Fanatic,Client,Buy,$1.20,$1.20 - $1.29,$1.25,7,Medium,Locally Owned Grocery Store,Local Grocery Store,4,No,No,No,No,Yes,No,No,Yes,0,0,0,1,No,No,Yes,Yes,No,No,No,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Somewhat Likely,Female,18 to 35 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$60,000 - $74,999",Smooth,Female
208,17908.5002,Dessert Lover,C,Not Buy,$1.14,$1.00 - $1.09,$1.05,9,High,Shopping Club,Warehouse Store,6,No,No,Yes,Yes,No,No,No,No,0,1,0,0,No,Yes,No,No,No,No,Yes,Extremely unimportant,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Extremely unimportant,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Tasty,Female
210,71360.9853,Dessert Lover,C,Not Buy,$1.18,$1.20 - $1.29,$1.25,7,Medium,National Health Food Store,Convenience Store,2,No,Yes,Yes,No,No,Yes,No,No,1,0,1,0,No,Yes,Yes,No,No,No,Yes,Neither important nor unimportant,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Somewhat Likely,Female,18 to 35 years old,African-American,High School Graduate or equivalent,Stay at home husband/wife or mom/dad,"$40,000 - $49,999",Flavourful,Female
216,212627.491,Normal Food Consumer,Major Competitor,Not Buy,$1.26,$1.00 - $1.09,$1.05,5,Low,National Health Food Store,Local Grocery Store,2,No,Yes,No,Yes,Yes,Yes,Yes,No,1,1,1,1,Yes,No,No,No,Yes,Yes,No,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,61 to 67 years old,Caucasian,Graduate or Professional Degree,Stay at home husband/wife or mom/dad,"$50,000 - $59,999",Delicious,Female
218,72375.3722,Normal Food Consumer,Major Competitor,Not Buy,$1.44,$1.00 - $1.09,$1.05,5,Low,Shopping Club,Convenience Store,5,Yes,No,No,Yes,No,No,Yes,No,0,1,0,1,Yes,Yes,Yes,No,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,68 years old and over,African-American,Graduate or Professional Degree,Retired,"$50,000 - $59,999",Tasty,Female
220,10316.8616,Health-Conscious,C,Not Buy,$1.21,$1.10 - $1.19,$1.15,7,Medium,Convenience Store,Local Grocery Store,5,Yes,Yes,Yes,No,No,No,No,Yes,1,0,0,1,No,Yes,Yes,Yes,No,No,Yes,Only somewhat unimportant,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Extremely unimportant,Only somewhat important,Only somewhat unimportant,Only somewhat unimportant,Neither important nor unimportant,Extremely unimportant,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Not Recommand at All,Somewhat Likely,Female,61 to 67 years old,African-American,Graduate or Professional Degree,Employed as a mid-level manager,"$50,000 - $59,999",Fulfilling,Female
226,109066.077,Dessert Lover,D,Not Buy,$1.22,$1.20 - $1.29,$1.25,6,Medium,Shopping Club,Convenience Store,1,Yes,No,Yes,No,No,No,No,No,0,0,0,1,No,Yes,No,Yes,No,Yes,Yes,Extremely unimportant,Only somewhat important,Extremely unimportant,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,18 to 35 years old,African-American,Bachelors Degree,Employed in upper-management,"$25,000 - $39,999",Tasty,Female
228,160552.327,Health Fanatic,D,Not Buy,$1.24,$1.70 or more,$1.75,7,Medium,National Health Food Store,Convenience Store,8,No,No,Yes,Yes,No,No,No,No,0,1,0,0,No,No,Yes,Yes,No,Yes,No,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Graduate or Professional Degree,Employed in upper-management,"$75,000 - $99,999",Delicious,Female
231,30674.6483,Health-Conscious,Client,Buy,$1.19,$1.20 - $1.29,$1.25,6,Medium,Shopping Club,Retailer,7,No,No,No,Yes,No,Yes,No,No,0,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Some College (no degree),Own your own business,"$40,000 - $49,999",Flavourful,Female
235,90579.7452,Dessert Lover,C,Not Buy,$1.35,$1.00 - $1.09,$1.05,5,Low,Other,Health Food Store,8,No,Yes,Yes,Yes,Yes,No,No,No,1,1,0,1,No,No,Yes,No,No,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,36 to 40 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$50,000 - $59,999",Delicious,Female
240,72375.3722,Normal Food Consumer,Major Competitor,Not Buy,$1.07,$1.10 - $1.19,$1.15,9,High,Locally Owned Grocery Store,Warehouse Store,4,Yes,Yes,Yes,Yes,No,No,No,No,1,1,0,1,No,No,No,Yes,Yes,Yes,No,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Extremely important,Extremely unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Somewhat Likely,Female,61 to 67 years old,African-American,Some College (no degree),Stay at home husband/wife or mom/dad,"$50,000 - $59,999",Delicious,Female
242,72375.3722,Health-Conscious,Major Competitor,Not Buy,$1.44,$1.10 - $1.19,$1.15,5,Low,Locally Owned Grocery Store,Warehouse Store,6,Yes,No,Yes,No,Yes,No,No,Yes,0,0,0,1,No,Yes,Yes,Yes,Yes,No,Yes,Neither important nor unimportant,Extremely important,Extremely unimportant,Extremely important,Neither important nor unimportant,Only somewhat unimportant,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,36 to 40 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$75,000 - $99,999",Delicious,Female
253,90579.7452,Dessert Lover,Major Competitor,Not Buy,$1.35,$1.30 - $1.39,$1.35,7,Medium,National Health Food Store,Local Grocery Store,2,Yes,No,No,No,No,No,Yes,No,0,0,0,1,No,Yes,No,Yes,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Likely,Female,61 to 67 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$75,000 - $99,999",Delicious,Female
254,23238.5012,Health-Conscious,C,Not Buy,$1.16,$1.00 - $1.09,$1.05,7,Medium,Mass Discount Retailer,Local Grocery Store,3,No,Yes,Yes,No,No,No,No,No,1,0,0,0,No,Yes,Yes,No,No,Yes,Yes,Only somewhat unimportant,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Delicious,Female
